insn,Ptype,Etype,0,1,2,3,in1,in2,in3,out,CR in,CR out
lwz,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
lbz,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
lhz,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
lha,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
ld,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
lwa,2P,EXTRA3,d:RT,s:RA,,,RA_OR_ZERO,,,RT,,
